Call Id	Agent	Date	Time	Topic	Answered (Y/N)	Resolved	Speed of answer in seconds	AvgTalkDuration	Satisfaction rating
ID2632	Joe	2021-02-15	14:29:46	Streaming	Y	Y	124	0:00:52	4
ID2633	Diane	2021-02-15	14:44:10	Payment related	Y	Y	18	0:00:48	5
ID2634	Dan	2021-02-15	14:44:10	Admin Support	Y	Y	22	0:02:05	3
ID2635	Jim	2021-02-15	14:51:22	Technical Support	N	N			
ID2636	Becky	2021-02-15	14:51:22	Streaming	Y	Y	94	0:06:18	5
ID2637	Becky	2021-02-15	14:57:07	Technical Support	Y	N	54	0:03:36	3
ID2638	Greg	2021-02-15	14:57:07	Contract related	Y	N	44	0:03:17	5
ID2639	Greg	2021-02-15	15:46:05	Admin Support	Y	Y	28	0:04:23	3
ID2640	Jim	2021-02-15	15:46:05	Payment related	Y	Y	103	0:03:12	3
ID2641	Joe	2021-02-15	15:47:31	Technical Support	Y	Y	25	0:00:47	4
ID2642	Becky	2021-02-15	15:47:31	Streaming	N	N			
ID2643	Jim	2021-02-15	16:01:55	Streaming	Y	Y	84	0:04:10	3
ID2644	Dan	2021-02-15	16:01:55	Streaming	Y	Y	36	0:03:57	4
ID2645	Becky	2021-02-15	17:11:02	Payment related	N	N			
ID2646	Stewart	2021-02-15	17:11:02	Payment related	Y	Y	42	0:03:41	4
ID2647	Dan	2021-02-15	17:18:14	Streaming	Y	Y	124	0:03:51	3
ID2648	Stewart	2021-02-15	17:18:14	Technical Support	Y	Y	99	0:03:40	5
ID2649	Diane	2021-02-15	17:19:41	Streaming	Y	Y	124	0:04:23	5
ID2650	Greg	2021-02-15	17:19:41	Admin Support	Y	Y	55	0:06:25	5
ID2651	Dan	2021-02-15	17:45:36	Admin Support	N	N			
ID2652	Jim	2021-02-15	17:45:36	Payment related	N	N			
ID2653	Greg	2021-02-16	9:07:12	Admin Support	Y	Y	64	0:05:06	2
ID2654	Diane	2021-02-16	9:07:12	Technical Support	Y	Y	82	0:04:54	2
ID2655	Diane	2021-02-16	10:04:48	Streaming	Y	Y	50	0:03:19	4
ID2656	Stewart	2021-02-16	10:04:48	Contract related	Y	Y	100	0:03:42	4
ID2657	Jim	2021-02-16	10:23:31	Admin Support	Y	Y	26	0:06:54	3
ID2658	Dan	2021-02-16	10:23:31	Payment related	Y	Y	75	0:04:14	2
ID2659	Greg	2021-02-16	10:30:43	Technical Support	Y	Y	26	0:06:28	3
ID2660	Dan	2021-02-16	10:30:43	Payment related	Y	Y	21	0:05:08	3
ID2661	Stewart	2021-02-16	10:30:43	Admin Support	Y	Y	53	0:00:31	1
ID2662	Greg	2021-02-16	10:30:43	Streaming	Y	Y	109	0:02:37	3
ID2663	Becky	2021-02-16	11:06:43	Streaming	Y	Y	108	0:06:04	3
ID2664	Stewart	2021-02-16	11:06:43	Contract related	Y	Y	58	0:05:16	5
ID2665	Stewart	2021-02-16	11:12:29	Payment related	Y	Y	14	0:05:51	5
ID2666	Martha	2021-02-16	11:12:29	Contract related	Y	Y	74	0:05:31	4
ID2667	Jim	2021-02-16	11:18:14	Contract related	N	N			
ID2668	Jim	2021-02-16	11:18:14	Streaming	Y	Y	54	0:02:46	5
ID2669	Greg	2021-02-16	11:26:53	Streaming	Y	Y	18	0:03:43	4
ID2670	Joe	2021-02-16	11:26:53	Payment related	Y	Y	39	0:06:13	3
ID2671	Martha	2021-02-16	12:10:05	Payment related	Y	Y	31	0:03:17	1
ID2672	Diane	2021-02-16	12:10:05	Technical Support	Y	Y	118	0:05:00	3
ID2673	Diane	2021-02-16	12:50:24	Payment related	N	N			
ID2674	Joe	2021-02-16	12:50:24	Contract related	Y	Y	118	0:05:58	3
ID2675	Jim	2021-02-16	13:03:22	Payment related	Y	Y	69	0:03:37	4
ID2676	Greg	2021-02-16	13:03:22	Payment related	Y	Y	125	0:06:21	5
ID2677	Dan	2021-02-16	14:26:53	Streaming	Y	N	47	0:02:41	3
ID2678	Joe	2021-02-16	14:26:53	Payment related	Y	Y	53	0:01:04	1
ID2679	Diane	2021-02-16	14:48:29	Streaming	Y	N	55	0:04:37	2
ID2680	Martha	2021-02-16	14:48:29	Admin Support	Y	Y	91	0:05:30	2
ID2681	Joe	2021-02-16	14:54:14	Technical Support	Y	Y	37	0:05:23	3
ID2682	Jim	2021-02-16	14:54:14	Admin Support	Y	Y	118	0:04:53	4
ID2683	Dan	2021-02-16	15:07:12	Technical Support	Y	Y	37	0:05:36	5
ID2684	Becky	2021-02-16	15:07:12	Admin Support	Y	Y	124	0:04:04	4
ID2685	Greg	2021-02-16	15:20:10	Technical Support	Y	Y	105	0:01:35	4
ID2686	Diane	2021-02-16	15:20:10	Admin Support	N	N			
ID2687	Greg	2021-02-16	15:34:34	Technical Support	Y	Y	36	0:03:27	1
ID2688	Martha	2021-02-16	15:34:34	Streaming	Y	Y	87	0:06:52	4
ID2689	Becky	2021-02-16	16:04:48	Technical Support	Y	Y	98	0:05:02	4
ID2690	Dan	2021-02-16	16:04:48	Admin Support	N	N			
ID2691	Joe	2021-02-16	16:14:53	Payment related	Y	Y	37	0:02:51	3
ID2692	Jim	2021-02-16	16:14:53	Streaming	Y	Y	65	0:04:48	1
ID2693	Diane	2021-02-16	16:24:58	Contract related	Y	Y	117	0:06:27	3
ID2694	Dan	2021-02-16	16:24:58	Streaming	Y	Y	70	0:01:42	4
ID2695	Greg	2021-02-16	16:29:17	Streaming	N	N			
ID2696	Becky	2021-02-16	16:29:17	Streaming	Y	Y	30	0:05:33	3
ID2697	Becky	2021-02-16	16:32:10	Technical Support	N	N			
ID2698	Jim	2021-02-16	16:32:10	Technical Support	Y	N	53	0:04:39	3
ID2699	Becky	2021-02-16	17:12:29	Streaming	Y	Y	69	0:05:11	4
ID2700	Stewart	2021-02-16	17:12:29	Contract related	Y	Y	109	0:04:10	1
ID2701	Dan	2021-02-16	17:28:19	Technical Support	Y	Y	17	0:00:42	5
ID2702	Martha	2021-02-16	17:28:19	Streaming	Y	Y	109	0:04:52	4
ID2703	Greg	2021-02-16	17:31:12	Contract related	Y	Y	50	0:05:46	5
ID2704	Becky	2021-02-16	17:31:12	Admin Support	Y	N	22	0:03:31	3
ID2705	Diane	2021-02-16	17:45:36	Contract related	Y	Y	100	0:02:35	4
ID2706	Stewart	2021-02-16	17:45:36	Streaming	Y	Y	101	0:05:15	3
ID2707	Becky	2021-02-16	17:52:48	Payment related	Y	Y	15	0:02:49	3
ID2708	Diane	2021-02-16	17:52:48	Contract related	Y	Y	59	0:04:29	5
ID2709	Stewart	2021-02-17	9:01:26	Contract related	Y	Y	93	0:03:15	3
ID2710	Becky	2021-02-17	9:01:26	Payment related	Y	Y	81	0:06:25	4
ID2711	Jim	2021-02-17	9:17:17	Admin Support	Y	Y	20	0:02:11	1
ID2712	Greg	2021-02-17	9:17:17	Contract related	Y	Y	47	0:00:35	3
ID2713	Diane	2021-02-17	9:23:02	Admin Support	Y	N	17	0:03:02	1
ID2714	Stewart	2021-02-17	9:23:02	Payment related	Y	N	15	0:01:04	3
ID2715	Diane	2021-02-17	9:34:34	Technical Support	Y	Y	94	0:06:10	5
ID2716	Martha	2021-02-17	9:34:34	Technical Support	Y	Y	10	0:02:15	5
ID2717	Joe	2021-02-17	9:53:17	Admin Support	Y	Y	96	0:04:12	3
ID2718	Joe	2021-02-17	9:53:17	Admin Support	Y	Y	32	0:01:41	4
ID2719	Becky	2021-02-17	9:59:02	Streaming	Y	Y	36	0:05:02	1
ID2720	Martha	2021-02-17	9:59:02	Streaming	Y	Y	50	0:01:42	5
ID2721	Stewart	2021-02-17	10:03:22	Payment related	N	N			
ID2722	Martha	2021-02-17	10:03:22	Payment related	Y	Y	89	0:00:33	2
ID2723	Diane	2021-02-17	10:36:29	Contract related	N	N			
ID2724	Joe	2021-02-17	10:36:29	Admin Support	Y	Y	114	0:05:47	5
ID2725	Martha	2021-02-17	10:43:41	Streaming	Y	Y	44	0:06:31	5
ID2726	Joe	2021-02-17	10:43:41	Admin Support	Y	Y	100	0:06:06	5
ID2727	Jim	2021-02-17	11:24:00	Payment related	N	N			
ID2728	Jim	2021-02-17	11:24:00	Contract related	Y	Y	70	0:00:49	4
ID2729	Martha	2021-02-17	11:24:00	Contract related	Y	Y	16	0:04:03	4
ID2730	Becky	2021-02-17	11:24:00	Admin Support	Y	Y	49	0:01:04	4
ID2731	Joe	2021-02-17	11:28:19	Streaming	Y	Y	96	0:05:48	4
ID2732	Greg	2021-02-17	11:28:19	Admin Support	Y	Y	85	0:05:36	4
ID2733	Martha	2021-02-17	11:42:43	Contract related	Y	Y	65	0:05:29	2
ID2734	Martha	2021-02-17	11:42:43	Payment related	Y	Y	67	0:00:30	4
ID2735	Greg	2021-02-17	12:05:46	Payment related	Y	Y	50	0:01:09	4
ID2736	Becky	2021-02-17	12:05:46	Streaming	N	N			
ID2737	Diane	2021-02-17	12:10:05	Contract related	Y	Y	79	0:03:22	3
ID2738	Greg	2021-02-17	12:10:05	Technical Support	Y	Y	107	0:03:53	4
ID2739	Martha	2021-02-17	12:11:31	Contract related	Y	N	52	0:04:50	1
ID2740	Jim	2021-02-17	12:11:31	Streaming	Y	N	104	0:06:25	1
ID2741	Joe	2021-02-17	12:17:17	Admin Support	N	N			
ID2742	Jim	2021-02-17	12:17:17	Contract related	Y	Y	63	0:00:54	1
ID2743	Becky	2021-02-17	13:03:22	Technical Support	Y	Y	79	0:03:51	4
ID2744	Greg	2021-02-17	13:03:22	Streaming	Y	N	21	0:06:31	3
ID2745	Becky	2021-02-17	13:24:58	Technical Support	Y	Y	93	0:05:36	3
ID2746	Joe	2021-02-17	13:24:58	Streaming	Y	Y	72	0:02:52	4
ID2747	Greg	2021-02-17	13:36:29	Admin Support	Y	Y	84	0:04:32	3
ID2748	Stewart	2021-02-17	13:36:29	Admin Support	N	N			
ID2749	Jim	2021-02-17	14:19:41	Admin Support	Y	Y	45	0:02:04	3
ID2750	Stewart	2021-02-17	14:19:41	Streaming	N	N			
ID2751	Dan	2021-02-17	14:29:46	Streaming	Y	N	49	0:01:21	4
ID2752	Becky	2021-02-17	14:29:46	Admin Support	Y	Y	110	0:06:06	4
ID2753	Diane	2021-02-17	14:32:38	Technical Support	Y	N	58	0:02:13	3
ID2754	Joe	2021-02-17	14:32:38	Contract related	Y	Y	35	0:06:13	4
ID2755	Dan	2021-02-17	15:02:53	Payment related	Y	Y	105	0:01:10	4
ID2756	Diane	2021-02-17	15:02:53	Payment related	Y	Y	99	0:02:12	3
ID2757	Joe	2021-02-17	15:10:05	Contract related	Y	Y	53	0:04:02	2
ID2758	Greg	2021-02-17	15:10:05	Contract related	Y	N	50	0:06:42	4
ID2759	Jim	2021-02-17	15:46:05	Contract related	Y	Y	114	0:02:32	4
ID2760	Stewart	2021-02-17	15:46:05	Technical Support	N	N			
ID2761	Diane	2021-02-17	16:06:14	Payment related	N	N			
ID2762	Dan	2021-02-17	16:06:14	Payment related	Y	Y	87	0:02:30	4
ID2763	Jim	2021-02-17	16:14:53	Payment related	Y	N	55	0:01:07	5
ID2764	Martha	2021-02-17	16:14:53	Admin Support	Y	Y	97	0:05:54	4
ID2765	Martha	2021-02-17	16:27:50	Payment related	Y	N	12	0:04:28	3
ID2766	Greg	2021-02-17	16:27:50	Streaming	N	N			
ID2767	Stewart	2021-02-17	16:36:29	Admin Support	Y	Y	79	0:03:01	5
ID2768	Martha	2021-02-17	16:36:29	Technical Support	Y	Y	11	0:06:23	3
ID2769	Stewart	2021-02-17	17:11:02	Payment related	Y	N	69	0:00:39	4
ID2770	Jim	2021-02-17	17:11:02	Admin Support	N	N			
ID2771	Martha	2021-02-17	17:12:29	Technical Support	N	N			
ID2772	Jim	2021-02-17	17:12:29	Admin Support	Y	Y	123	0:01:48	3
ID2773	Joe	2021-02-17	17:44:10	Admin Support	N	N			
ID2774	Martha	2021-02-17	17:44:10	Admin Support	Y	N	48	0:03:34	4
ID2775	Joe	2021-02-17	17:54:14	Contract related	Y	Y	78	0:06:57	3
ID2776	Joe	2021-02-17	17:54:14	Technical Support	Y	Y	109	0:04:04	3
ID2777	Dan	2021-02-18	9:23:02	Technical Support	Y	N	61	0:05:54	5
ID2778	Greg	2021-02-18	9:23:02	Payment related	Y	Y	86	0:01:37	2
ID2779	Greg	2021-02-18	9:43:12	Admin Support	Y	Y	74	0:06:52	4
ID2780	Diane	2021-02-18	9:43:12	Payment related	Y	Y	125	0:04:53	3
ID2781	Becky	2021-02-18	10:00:29	Contract related	Y	N	64	0:06:09	2
ID2782	Joe	2021-02-18	10:00:29	Streaming	Y	Y	63	0:02:06	3
ID2783	Greg	2021-02-18	10:13:26	Admin Support	Y	Y	46	0:06:36	4
ID2784	Greg	2021-02-18	10:13:26	Admin Support	Y	Y	63	0:04:15	3
ID2785	Joe	2021-02-18	10:16:19	Contract related	Y	Y	96	0:00:47	4
ID2786	Dan	2021-02-18	10:16:19	Streaming	Y	Y	37	0:04:25	3
ID2787	Dan	2021-02-18	10:33:36	Contract related	Y	Y	73	0:03:24	4
ID2788	Diane	2021-02-18	10:33:36	Payment related	Y	Y	111	0:02:18	4
ID2789	Joe	2021-02-18	10:37:55	Payment related	N	N			
ID2790	Joe	2021-02-18	10:37:55	Streaming	Y	Y	79	0:03:08	2
ID2791	Greg	2021-02-18	10:56:38	Admin Support	N	N			
ID2792	Dan	2021-02-18	10:56:38	Admin Support	Y	N	32	0:05:36	3
ID2793	Dan	2021-02-18	11:18:14	Contract related	Y	Y	60	0:04:50	3
ID2794	Dan	2021-02-18	11:18:14	Payment related	Y	Y	25	0:05:31	3
ID2795	Jim	2021-02-18	11:18:14	Payment related	Y	Y	72	0:04:11	4
ID2796	Dan	2021-02-18	11:18:14	Technical Support	Y	Y	82	0:01:07	3
ID2797	Jim	2021-02-18	11:25:26	Payment related	N	N			
ID2798	Diane	2021-02-18	11:25:26	Admin Support	Y	Y	104	0:06:44	4
ID2799	Stewart	2021-02-18	11:34:05	Technical Support	N	N			
ID2800	Becky	2021-02-18	11:34:05	Technical Support	Y	Y	102	0:02:24	5
ID2801	Dan	2021-02-18	11:38:24	Streaming	N	N			
ID2802	Dan	2021-02-18	11:38:24	Technical Support	N	N			
ID2803	Martha	2021-02-18	13:04:48	Streaming	Y	N	86	0:01:35	3
ID2804	Becky	2021-02-18	13:04:48	Technical Support	Y	Y	93	0:06:04	2
ID2805	Stewart	2021-02-18	13:33:36	Admin Support	N	N			
ID2806	Jim	2021-02-18	13:33:36	Streaming	N	N			
ID2807	Dan	2021-02-18	13:37:55	Technical Support	Y	Y	39	0:04:13	2
ID2808	Stewart	2021-02-18	13:37:55	Admin Support	Y	Y	119	0:00:46	4
ID2809	Martha	2021-02-18	13:45:07	Contract related	N	N			
ID2810	Stewart	2021-02-18	13:45:07	Technical Support	Y	Y	71	0:00:42	3
ID2811	Joe	2021-02-18	13:48:00	Streaming	Y	Y	111	0:06:54	1
ID2812	Martha	2021-02-18	13:48:00	Streaming	Y	N	120	0:04:00	1
ID2813	Joe	2021-02-18	14:47:02	Technical Support	N	N			
ID2814	Diane	2021-02-18	14:47:02	Admin Support	Y	Y	81	0:03:02	5
ID2815	Jim	2021-02-18	14:52:48	Payment related	N	N			
ID2816	Martha	2021-02-18	14:52:48	Streaming	Y	Y	40	0:02:23	1
ID2817	Dan	2021-02-18	15:15:50	Admin Support	Y	Y	114	0:02:59	5
ID2818	Jim	2021-02-18	15:15:50	Contract related	N	N			
ID2819	Jim	2021-02-18	16:00:29	Payment related	N	N			
ID2820	Jim	2021-02-18	16:00:29	Contract related	Y	Y	29	0:00:48	4
ID2821	Jim	2021-02-18	16:03:22	Technical Support	Y	Y	56	0:06:30	3
ID2822	Diane	2021-02-18	16:03:22	Technical Support	Y	N	58	0:02:45	4
ID2823	Martha	2021-02-18	16:58:05	Technical Support	Y	Y	68	0:03:02	5
ID2824	Jim	2021-02-18	16:58:05	Admin Support	Y	N	114	0:01:05	3
ID2825	Greg	2021-02-18	16:59:31	Technical Support	Y	Y	11	0:03:08	3
ID2826	Becky	2021-02-18	16:59:31	Streaming	Y	Y	46	0:01:43	3
ID2827	Jim	2021-02-19	9:01:26	Admin Support	Y	Y	78	0:06:46	4
ID2828	Joe	2021-02-19	9:01:26	Payment related	N	N			
ID2829	Joe	2021-02-19	9:17:17	Admin Support	Y	Y	53	0:05:01	3
ID2830	Jim	2021-02-19	9:17:17	Payment related	Y	Y	37	0:03:21	1
ID2831	Diane	2021-02-19	9:18:43	Streaming	Y	Y	111	0:03:40	4
ID2832	Dan	2021-02-19	9:18:43	Contract related	Y	N	14	0:00:54	5
ID2833	Diane	2021-02-19	9:25:55	Streaming	Y	Y	82	0:02:48	3
ID2834	Stewart	2021-02-19	9:25:55	Contract related	N	N			
ID2835	Dan	2021-02-19	10:46:34	Payment related	N	N			
ID2836	Jim	2021-02-19	10:46:34	Admin Support	N	N			
ID2837	Stewart	2021-02-19	11:22:34	Contract related	Y	Y	69	0:04:54	3
ID2838	Diane	2021-02-19	11:22:34	Streaming	Y	Y	21	0:06:54	3
ID2839	Becky	2021-02-19	11:42:43	Payment related	Y	Y	113	0:00:41	2
ID2840	Martha	2021-02-19	11:42:43	Streaming	Y	Y	34	0:03:31	3
ID2841	Jim	2021-02-19	11:54:14	Payment related	Y	N	26	0:00:40	3
ID2842	Jim	2021-02-19	11:54:14	Admin Support	Y	Y	76	0:05:20	3
ID2843	Diane	2021-02-19	12:15:50	Admin Support	N	N			
ID2844	Martha	2021-02-19	12:15:50	Payment related	N	N			
ID2845	Jim	2021-02-19	13:29:17	Technical Support	Y	Y	63	0:03:47	1
ID2846	Stewart	2021-02-19	13:29:17	Admin Support	Y	Y	80	0:04:08	3
ID2847	Jim	2021-02-19	13:32:10	Admin Support	Y	Y	36	0:06:17	1
ID2848	Diane	2021-02-19	13:32:10	Admin Support	Y	Y	22	0:01:55	5
ID2849	Stewart	2021-02-19	13:45:07	Streaming	Y	Y	80	0:04:27	2
ID2850	Jim	2021-02-19	13:45:07	Technical Support	Y	Y	109	0:00:44	1
ID2851	Stewart	2021-02-19	14:22:34	Technical Support	Y	Y	80	0:05:38	3
ID2852	Joe	2021-02-19	14:22:34	Admin Support	Y	Y	108	0:04:47	4
ID2853	Becky	2021-02-19	14:26:53	Contract related	Y	Y	10	0:05:44	4
ID2854	Greg	2021-02-19	14:26:53	Technical Support	N	N			
ID2855	Martha	2021-02-19	14:45:36	Technical Support	Y	Y	115	0:02:38	3
ID2856	Becky	2021-02-19	14:45:36	Admin Support	Y	Y	79	0:04:31	3
ID2857	Stewart	2021-02-19	14:52:48	Admin Support	Y	Y	109	0:00:39	2
ID2858	Jim	2021-02-19	14:52:48	Contract related	Y	Y	12	0:05:15	4
ID2859	Joe	2021-02-19	15:02:53	Streaming	Y	Y	87	0:02:14	3
ID2860	Stewart	2021-02-19	15:02:53	Admin Support	Y	Y	55	0:05:40	3
ID2861	Joe	2021-02-19	15:33:07	Payment related	Y	Y	109	0:05:35	4
ID2862	Becky	2021-02-19	15:33:07	Contract related	N	N			
ID2863	Diane	2021-02-19	15:33:07	Payment related	N	N			
ID2864	Becky	2021-02-19	15:33:07	Payment related	Y	Y	12	0:01:09	4
ID2865	Martha	2021-02-19	16:04:48	Payment related	Y	Y	71	0:02:51	5
ID2866	Dan	2021-02-19	16:04:48	Technical Support	N	N			
ID2867	Stewart	2021-02-19	16:26:24	Streaming	Y	N	104	0:06:29	4
ID2868	Stewart	2021-02-19	16:26:24	Payment related	Y	Y	110	0:01:53	1
ID2869	Martha	2021-02-19	17:21:07	Streaming	Y	Y	108	0:02:44	1
ID2870	Dan	2021-02-19	17:21:07	Technical Support	Y	Y	88	0:00:55	1
ID2871	Stewart	2021-02-19	17:29:46	Contract related	N	N			
ID2872	Joe	2021-02-19	17:29:46	Admin Support	Y	Y	32	0:06:08	1
ID2873	Diane	2021-02-19	17:38:24	Contract related	Y	Y	37	0:06:13	4
ID2874	Greg	2021-02-19	17:38:24	Payment related	Y	Y	58	0:03:25	5
ID2875	Greg	2021-02-20	9:24:29	Contract related	Y	Y	61	0:04:06	4
ID2876	Jim	2021-02-20	9:24:29	Contract related	Y	Y	39	0:01:45	1
ID2877	Joe	2021-02-20	9:33:07	Contract related	Y	Y	39	0:05:41	4
ID2878	Diane	2021-02-20	9:33:07	Streaming	Y	Y	53	0:01:47	5
ID2879	Joe	2021-02-20	10:01:55	Contract related	N	N			
ID2880	Stewart	2021-02-20	10:01:55	Streaming	Y	Y	64	0:05:11	4
ID2881	Joe	2021-02-20	10:10:34	Technical Support	Y	Y	77	0:03:40	3
ID2882	Dan	2021-02-20	10:10:34	Contract related	Y	Y	20	0:00:49	1
ID2883	Martha	2021-02-20	10:24:58	Contract related	N	N			
ID2884	Joe	2021-02-20	10:24:58	Admin Support	N	N			
ID2885	Dan	2021-02-20	10:50:53	Admin Support	Y	Y	26	0:06:13	5
ID2886	Diane	2021-02-20	10:50:53	Technical Support	Y	Y	33	0:04:59	3
ID2887	Jim	2021-02-20	11:00:58	Admin Support	N	N			
ID2888	Becky	2021-02-20	11:00:58	Contract related	Y	Y	122	0:02:08	3
ID2889	Martha	2021-02-20	11:11:02	Contract related	N	N			
ID2890	Martha	2021-02-20	11:11:02	Payment related	Y	Y	75	0:03:46	3
ID2891	Martha	2021-02-20	11:21:07	Admin Support	Y	Y	27	0:01:39	4
ID2892	Diane	2021-02-20	11:21:07	Contract related	Y	Y	37	0:05:48	3
ID2893	Diane	2021-02-20	11:34:05	Admin Support	Y	Y	24	0:02:25	3
ID2894	Becky	2021-02-20	11:34:05	Streaming	Y	Y	70	0:05:22	1
ID2895	Becky	2021-02-20	11:41:17	Technical Support	Y	Y	117	0:01:54	4
ID2896	Diane	2021-02-20	11:41:17	Payment related	Y	Y	15	0:04:37	1
ID2897	Greg	2021-02-20	11:54:14	Streaming	Y	Y	20	0:03:35	3
ID2898	Dan	2021-02-20	11:54:14	Streaming	Y	Y	36	0:04:16	2
ID2899	Diane	2021-02-20	12:02:53	Technical Support	Y	Y	63	0:04:47	1
ID2900	Becky	2021-02-20	12:02:53	Payment related	Y	Y	20	0:06:22	3
ID2901	Dan	2021-02-20	12:10:05	Contract related	Y	N	115	0:05:35	4
ID2902	Joe	2021-02-20	12:10:05	Contract related	N	N			
ID2903	Dan	2021-02-20	12:25:55	Technical Support	Y	Y	95	0:04:58	3
ID2904	Becky	2021-02-20	12:25:55	Payment related	Y	Y	114	0:03:07	4
ID2905	Martha	2021-02-20	12:46:05	Contract related	Y	Y	71	0:02:01	4
ID2906	Stewart	2021-02-20	12:46:05	Payment related	Y	Y	44	0:06:02	1
ID2907	Greg	2021-02-20	12:51:50	Technical Support	N	N			
ID2908	Becky	2021-02-20	12:51:50	Technical Support	N	N			
ID2909	Stewart	2021-02-20	13:35:02	Payment related	Y	Y	24	0:01:54	3
ID2910	Greg	2021-02-20	13:35:02	Streaming	N	N			
ID2911	Dan	2021-02-20	13:56:38	Contract related	Y	Y	70	0:02:59	3
ID2912	Jim	2021-02-20	13:56:38	Streaming	N	N			
ID2913	Dan	2021-02-20	14:13:55	Admin Support	Y	Y	33	0:00:40	1
ID2914	Diane	2021-02-20	14:13:55	Contract related	N	N			
ID2915	Greg	2021-02-20	14:28:19	Admin Support	Y	N	15	0:05:32	1
ID2916	Joe	2021-02-20	14:28:19	Streaming	Y	Y	103	0:04:56	4
ID2917	Martha	2021-02-20	15:07:12	Contract related	Y	Y	61	0:05:50	5
ID2918	Greg	2021-02-20	15:07:12	Admin Support	N	N			
ID2919	Greg	2021-02-20	15:11:31	Contract related	Y	Y	32	0:01:25	4
ID2920	Dan	2021-02-20	15:11:31	Admin Support	Y	Y	33	0:01:42	4
ID2921	Becky	2021-02-20	15:12:58	Payment related	Y	Y	30	0:05:50	3
ID2922	Stewart	2021-02-20	15:12:58	Streaming	Y	Y	36	0:05:26	4
ID2923	Dan	2021-02-20	15:21:36	Technical Support	Y	Y	16	0:04:20	4
ID2924	Stewart	2021-02-20	15:21:36	Technical Support	Y	Y	60	0:04:27	3
ID2925	Stewart	2021-02-20	15:53:17	Technical Support	N	N			
ID2926	Stewart	2021-02-20	15:53:17	Contract related	Y	Y	42	0:04:56	4
ID2927	Dan	2021-02-20	16:00:29	Contract related	Y	Y	58	0:05:41	1
ID2928	Greg	2021-02-20	16:00:29	Payment related	Y	N	44	0:02:18	1
ID2929	Martha	2021-02-20	16:10:34	Streaming	Y	N	72	0:02:33	1
ID2930	Stewart	2021-02-20	16:10:34	Streaming	Y	Y	13	0:03:57	4
ID2931	Jim	2021-02-20	16:14:53	Streaming	Y	Y	113	0:03:31	4
ID2932	Joe	2021-02-20	16:14:53	Streaming	N	N			
ID2933	Greg	2021-02-20	16:16:19	Contract related	Y	Y	51	0:06:30	4
ID2934	Greg	2021-02-20	16:16:19	Contract related	Y	N	85	0:05:14	1
ID2935	Stewart	2021-02-20	16:32:10	Payment related	Y	N	27	0:06:24	4
ID2936	Dan	2021-02-20	16:32:10	Contract related	Y	Y	75	0:03:25	3
ID2937	Jim	2021-02-20	16:52:19	Contract related	Y	Y	63	0:05:33	2
ID2938	Dan	2021-02-20	16:52:19	Admin Support	N	N			
ID2939	Diane	2021-02-20	17:25:26	Payment related	Y	Y	22	0:00:51	3
ID2940	Becky	2021-02-20	17:25:26	Contract related	N	N			
ID2941	Stewart	2021-02-20	17:57:07	Admin Support	Y	N	106	0:03:45	3
ID2942	Greg	2021-02-20	17:57:07	Streaming	Y	Y	86	0:02:40	4
ID2943	Stewart	2021-02-21	9:57:36	Contract related	Y	Y	55	0:06:04	3
ID2944	Martha	2021-02-21	9:57:36	Admin Support	Y	Y	74	0:06:46	2
ID2945	Stewart	2021-02-21	10:12:00	Admin Support	Y	Y	53	0:06:20	5
ID2946	Joe	2021-02-21	10:12:00	Technical Support	Y	Y	115	0:02:05	3
ID2947	Jim	2021-02-21	10:22:05	Admin Support	Y	Y	29	0:01:30	4
ID2948	Joe	2021-02-21	10:22:05	Payment related	Y	Y	16	0:02:10	4
ID2949	Martha	2021-02-21	11:06:43	Technical Support	Y	N	26	0:03:45	3
ID2950	Becky	2021-02-21	11:06:43	Technical Support	Y	Y	71	0:03:49	1
ID2951	Joe	2021-02-21	11:08:10	Streaming	Y	Y	109	0:04:31	4
ID2952	Joe	2021-02-21	11:08:10	Technical Support	Y	Y	102	0:03:50	5
ID2953	Joe	2021-02-21	11:12:29	Payment related	Y	Y	115	0:00:37	4
ID2954	Diane	2021-02-21	11:12:29	Technical Support	Y	Y	48	0:02:27	4
ID2955	Dan	2021-02-21	11:35:31	Streaming	Y	Y	41	0:04:27	5
ID2956	Greg	2021-02-21	11:35:31	Technical Support	Y	Y	97	0:03:10	4
ID2957	Martha	2021-02-21	11:42:43	Payment related	Y	N	39	0:03:22	3
ID2958	Becky	2021-02-21	11:42:43	Admin Support	N	N			
ID2959	Jim	2021-02-21	11:54:14	Payment related	Y	Y	73	0:01:13	3
ID2960	Dan	2021-02-21	11:54:14	Contract related	Y	Y	25	0:01:06	1
ID2961	Becky	2021-02-21	12:21:36	Streaming	Y	Y	84	0:03:49	3
ID2962	Becky	2021-02-21	12:21:36	Technical Support	Y	Y	99	0:02:35	5
ID2963	Jim	2021-02-21	12:25:55	Streaming	Y	Y	108	0:05:28	3
ID2964	Greg	2021-02-21	12:25:55	Payment related	Y	Y	80	0:02:17	4
ID2965	Becky	2021-02-21	12:57:36	Payment related	Y	Y	77	0:01:15	4
ID2966	Stewart	2021-02-21	12:57:36	Admin Support	Y	Y	14	0:01:31	5
ID2967	Stewart	2021-02-21	13:14:53	Technical Support	Y	N	69	0:05:10	5
ID2968	Jim	2021-02-21	13:14:53	Contract related	Y	Y	91	0:00:53	3
